gene	cnv
ATAD3C	2.053
ATAD5	1.954
ATAT1	1.646
ATCAY	2.368
ATE1	1.96
ATE1-AS1	1.96
ATF1	2.061
ATF2	2.13
ATF3	1.973
ATF4	1.865
ATF5	2.391
ATF6	1.973
ATF6B	1.732
ATF7	2.061
ATF7IP	2.061
ATF7IP2	2.167
ATG10	1.963
ATG101	2.061
ATG12	1.963
ATG13	2.205
ATG14	1.92
ATG16L1	2.13
ATG16L2	1.922
ATG2A	2.205
ATG2B	1.92
ATG3	1.635
ATG4A	2.147
ATG4B	2.13
ATG4C	2.053
ATG4D	2.368
ATG5	1.687
ATG7	1.635
ATG9A	2.13
ATG9B	2.009
ATIC	2.13
ATL1	1.92
ATL2	1.975
ATL3	2.205
ATM	1.922
ATMIN	2.266
ATN1	2.061
ATOH1	2.39
ATOH7	1.96
ATOH8	1.975
ATOX1	1.963
ATP10A	2
ATP10B	1.963
ATP10D	2.05
ATP11A	2.057
ATP11A-AS1	2.057
ATP11AUN	2.057
ATP11B	2.033
ATP11C	2.147
ATP12A	2.057
ATP13A1	2.368
ATP13A2	2.053
ATP13A3	2.033
ATP13A4	2.033
ATP13A4-AS1	2
ATP13A5	2.033
ATP13A5-AS1	2.033
ATP1A1	2.053
ATP1A1-AS1	2.053
ATP1A2	1.973
ATP1A3	2.391
ATP1A4	1.973
ATP1B1	1.973
ATP1B2	1.954
ATP1B3	2.033
ATP1B4	2.147
ATP23	2.339
ATP2A1	2.167
ATP2A1-AS1	2.167
ATP2A2	2.061
ATP2A3	1.954
ATP2B1	2.061
ATP2B2	1.635
ATP2B2-IT2	2
ATP2B3	2.147
ATP2B4	1.973
ATP2C1	2.033
ATP2C2	2.266
ATP4A	2.142
ATP4B	2.057
ATP5A1	2.129
ATP5B	2.061
ATP5C1	1.96
ATP5D	2.368
ATP5E	1.849
ATP5EP2	2
ATP5F1	2.053
ATP5G1	1.954
ATP5G2	2.061
ATP5G3	2.13
ATP5H	1.954
ATP5I	2.05
ATP5J	2.223
ATP5J2	2.009
ATP5J2-PTCD1	2.009
ATP5L	1.922
ATP5L2	1.865
ATP5O	2.223
ATP5S	1.92
ATP5SL	2.391
ATP6AP1	2.147
ATP6AP1L	1.963
ATP6AP2	2.147
ATP6V0A1	1.954
ATP6V0A2	2.061
ATP6V0A4	2.009
ATP6V0B	2.053
ATP6V0C	2.167
ATP6V0CP3	1.703
ATP6V0D1	2.266
ATP6V0D2	1.914
ATP6V0E1	1.963
ATP6V0E2	2.009
ATP6V0E2-AS1	2.009
ATP6V1A	1.635
ATP6V1B1	1.975
ATP6V1B1-AS1	1.975
ATP6V1B2	1.914
ATP6V1C1	1.914
ATP6V1C2	1.975
ATP6V1D	1.92
ATP6V1E1	1.865
ATP6V1E2	1.975
ATP6V1F	2.009
ATP6V1G1	1.61
ATP6V1G2	1.637
ATP6V1G2-DDX39B	1.651
ATP6V1G3	1.915
ATP6V1H	1.914
ATP7A	2.147
ATP7B	2.057
ATP8A1	2.05
ATP8A2	2.057
ATP8B1	2.129
ATP8B2	1.973
ATP8B3	2.368
ATP8B4	2
ATP8B5P	2
ATP9A	1.849
ATP9B	2.129
ATPAF1	2.053
ATPAF2	1.954
ATPIF1	2.053
ATR	2.033
ATRAID	1.975
ATRIP	1.635
ATRN	1.849
ATRNL1	1.96
ATRX	2.147
ATXN1	1.703
ATXN10	1.865
ATXN1L	2.266
ATXN2	2.061
ATXN2L	2.167
ATXN3	1.92
ATXN3L	2
ATXN7	1.635
ATXN7L1	2.009
ATXN7L2	2.053
ATXN7L3	1.954
ATXN7L3B	2.061
ATXN8OS	2.057
AUH	1.61
AUNIP	2.053
AUP1	1.975
AURKA	1.849
AURKAIP1	2.053
AURKAPS1	1.973
AURKB	1.954
AURKC	1.711
AUTS2	2.009
AVEN	2
AVIL	2.061
AVL9	2.009
AVP	1.849
AVPI1	1.96
AVPR1A	2.061
AVPR1B	1.973
AVPR2	2.147
AWAT1	2.147
AWAT2	2.147
AXDND1	1.973
AXIN1	2.167
AXIN2	1.954
AXL	2.391
AZGP1	2.009
AZGP1P1	2.009
AZI2	1.635
AZIN1	1.914
AZIN1-AS1	2
AZIN2	2.053
AZU1	2.486
B2M	2.148
B3GALNT1	2
B3GALNT2	1.973
B3GALT1	2.13
B3GALT2	2
B3GALT4	1.733
B3GALT5	2.223
B3GALT5-AS1	2.223
B3GALT6	2.053
B3GAT1	1.922
B3GAT2	1.687
B3GAT3	2.205
B3GLCT	2.057
B3GNT2	2
B3GNT3	2.368
B3GNT4	2.061
B3GNT5	2
B3GNT6	1.922
B3GNT7	2.13
B3GNT8	2
B3GNT9	2.266
B3GNTL1	2.513
B4GALNT1	2.061
B4GALNT2	1.954
B4GALNT3	2.061
B4GALNT4	2.368
B4GALT1	1.946
B4GALT1-AS1	1.946
B4GALT2	2.053
B4GALT3	1.973
B4GALT4	2.033
B4GALT4-AS1	2.033
B4GALT5	1.849
B4GALT6	2.129
B4GALT7	1.963
B4GAT1	1.922
B9D1	1.954
B9D2	2.391
BAALC	1.914
BAALC-AS1	2
BAALC-AS2	1.914
BAAT	2.22
BABAM1	2.368
BACE1	1.922
BACE1-AS	2
BACE2	2.223
BACH1	2.223
BACH1-IT2	2
BACH2	1.687
BAD	2.205
BAG1	1.946
BAG2	1.703
BAG3	1.96
BAG4	1.914
BAG5	1.92
BAG6	1.646
BAGE	2
BAGE2	1.788
BAGE3	1.788
BAGE4	1.788
BAGE5	1.788
BAHCC1	1.954
BAHD1	2
BAIAP2	1.954
BAIAP2-AS1	1.954
BAIAP2L1	2.009
BAIAP2L2	1.865
BAIAP3	2.167
BAK1	1.703
BAMBI	1.96
BANCR	2
BANF1	1.922
BANF2	1.849
BANK1	2.39
BANP	2.266
BAP1	1.635
BARD1	2.13
BARHL1	1.61
BARHL2	2.053
BARX1	1.61
BARX2	1.922
BASP1	1.955
BASP1P1	2.057
BATF	1.92
BATF2	2.205
BATF3	1.973
BAX	2.391
BAZ1A	1.92
BAZ1B	2.009
BAZ2A	2.061
BAZ2B	2.13
BBC3	2.391
BBIP1	1.96
BBOF1	1.92
BBOX1	2.205
BBOX1-AS1	2.205
BBS1	1.922
BBS10	2.061
BBS12	2
BBS2	2.266
BBS4	2
BBS5	2.13
BBS7	2.39
BBS9	2.009
BBX	1.635
BCAM	2.391
BCAN	1.973
BCAP29	2.009
BCAP31	2.147
BCAR1	2.266
BCAR3	2.053
BCAR4	2
BCAS1	1.849
BCAS2	2.053
BCAS3	1.954
BCAS4	1.849
BCAT1	2.061
BCAT2	2.391
BCCIP	1.96
BCDIN3D	2.061
BCDIN3D-AS1	2.061
BCHE	2.033
BCKDHA	2.391
BCKDHB	1.687
BCKDK	2.167
BCL10	2.053
BCL11A	1.975
BCL11B	1.92
BCL2	2.129
BCL2A1	2
BCL2L1	1.849
BCL2L10	2
BCL2L11	2.13
BCL2L12	2.391
BCL2L13	1.865
BCL2L14	2.061
BCL2L15	2.053
BCL2L2	1.92
BCL2L2-PABPN1	1.92
BCL3	2.391
BCL6	2.033
BCL6B	1.954
BCL7A	2.061
BCL7B	2.009
BCL7C	2.167
BCL9	1.973
BCL9L	1.922
BCLAF1	1.687
BCO1	2.266
BCO2	1.922
BCOR	2.147
BCORL1	2.147
BCORP1	2
BCR	1.865
BCRP2	1.865
BCRP3	1.865
BCS1L	2.13
BCYRN1	2
BDH1	0.748
BDH2	2.39
BDKRB1	2
BDKRB2	1.92
BDNF	2.205
BDNF-AS	2.205
BDP1	1.715
BEAN1	2.266
BEAN1-AS1	2.266
BECN1	1.954
BECN2	1.973
BEGAIN	1.92
BEND2	2.147
BEND3	1.687
BEND3P3	1.96
BEND4	2.05
BEND5	2.053
BEND6	1.703
BEND7	1.96
BEST1	2.205
BEST2	2.368
BEST3	2.061
BEST4	2.053
BET1	2.009
BET1L	2.368
BEX1	2
BEX2	2.147
BEX3	2.147
BEX4	2.147
BEX5	2
BFAR	2.264
BFSP1	1.849
BFSP2	2.033
BFSP2-AS1	2.033
BGLAP	1.973
BGLT3	2
BGN	2.147
BHLHA15	2.009
BHLHA9	1.954
BHLHB9	2.147
BHLHE22	1.914
BHLHE23	1.849
BHLHE40	1.635
BHLHE40-AS1	1.635
BHLHE41	2.061
BHMG1	2
BHMT	1.963
BHMT2	1.963
BICC1	1.96
BICD1	2.061
BICD2	1.61
BICDL1	2.061
BICDL2	2.167
BID	1.865
BIK	2
BIN1	2.13
BIN2	2.061
BIN3	1.914
BIN3-IT1	2
BIRC2	1.922
BIRC3	1.922
BIRC5	1.954
BIRC6	1.975
BIRC6-AS2	2
BIRC7	1.849
BIRC8	0.023
BISPR	2.368
BIVM	2.057
BIVM-ERCC5	2.057
BLACAT1	1.973
BLACE	2
BLCAP	1.849
BLID	2
BLK	1.914
BLM	2
BLMH	1.954
BLNK	1.96
BLOC1S1	2.061
BLOC1S1-RDH5	2.061
BLOC1S2	1.96
BLOC1S3	2.391
BLOC1S4	2.05
BLOC1S5	1.703
BLOC1S5-TXNDC5	1.703
BLOC1S6	2
BLVRA	2.009
BLVRB	2.391
BLZF1	1.973
BMF	2
BMI1	1.96
BMP1	1.914
BMP10	1.975
BMP15	2.147
BMP2	1.849
BMP2K	2.39
BMP3	2.39
BMP4	1.92
BMP5	1.703
BMP6	1.703
BMP7	1.849
BMP7-AS1	2
BMP8A	2.053
BMP8B	2.053
BMPER	2.009
BMPR1A	1.96
BMPR1B	2.39
BMPR1B-AS1	2
BMPR2	2.13
BMS1	1.96
BMS1P17	1.892
BMS1P18	1.892
BMS1P20	1.865
BMS1P21	1.96
BMS1P22	1.892
BMS1P4	1.96
BMS1P5	1.96
BMS1P6	1.96
BMT2	2.009
BMX	2.147
BNC1	2
BNC2	1.946
BNIP1	1.963
BNIP2	2
BNIP3	1.96
BNIP3L	1.914
BNIPL	1.973
BOC	1.635
BOD1	1.963
BOD1L1	2.05
BOD1L2	2.129
BOK	2.13
BOK-AS1	2
BOLA1	1.973
BOLA2	2
BOLA2-SMG1P6	2.167
BOLA2B	2
BOLA3	1.975
BOLA3-AS1	1.975
BOLL	2.13
BOP1	1.914
BORA	2.057
BORCS5	2.061
BORCS6	1.954
BORCS7	1.96
BORCS7-ASMT	1.96
BORCS8	2.368
BORCS8-MEF2B	2.368
BPESC1	2.033
BPGM	2.009
BPHL	1.703
BPI	1.849
BPIFA1	1.849
BPIFA2	1.849
BPIFA3	1.849
BPIFA4P	2
BPIFB1	1.849
BPIFB2	1.849
BPIFB3	1.849
BPIFB4	1.849
BPIFB6	1.849
BPIFC	1.865
BPNT1	1.973
BPTF	1.954
BPY2	2
BPY2B	2
BPY2C	2
BRAF	2.009
BRAP	2.061
BRAT1	2.009
BRCA1	1.954
BRCA2	2.057
BRCAT107	2
BRCAT54	2
BRCC3	2.147
BRD1	1.865
BRD2	1.646
BRD3	1.61
BRD4	2.368
BRD7	2.266
BRD7P3	1.687
BRD8	1.963
BRD9	1.955
BRDT	2.053
BRDTP1	2.147
BRE	1.975
BRE-AS1	1.975
BREA2	2
BRF1	1.92
BRF2	1.914
BRI3	2.009
BRI3BP	2.061
BRICD5	2.167
BRINP1	1.61
BRINP2	1.973
BRINP3	1.973
BRIP1	1.954
BRIX1	1.955
BRK1	1.635
BRMS1	1.922
BRMS1L	1.92
BROX	1.973
BRPF1	1.635
BRPF3	1.703
BRS3	2.147
BRSK1	1.711
BRSK2	2.368
BRWD1	2.223
BRWD1-AS1	2
BRWD1-IT2	2.223
BRWD3	2.147
BSCL2	2.205
BSDC1	2.053
BSG	2.368
BSN	1.635
BSN-AS2	1.635
BSND	2.053
BSPH1	2.391
BSPRY	1.61
BST1	2.05
BST2	2.368
BSX	1.922
BTAF1	1.96
BTBD1	2
BTBD10	2.205
BTBD11	2.061
BTBD16	1.96
BTBD17	1.954
BTBD18	2.205
BTBD19	2.053
BTBD2	2.368
BTBD3	1.849
BTBD6	1.92
BTBD7	1.932
BTBD8	2.053
BTBD9	1.703
BTC	2.39
BTD	1.635
BTF3	1.963
BTF3L4	2.053
BTF3P11	2
BTG1	2.061
BTG2	1.973
BTG3	2.296
BTG4	1.922
BTK	2.147
BTLA	1.635
BTN1A1	1.703
BTN2A1	1.703
BTN2A2	1.703
BTN2A3P	1.703
BTN3A1	1.703
BTN3A2	1.703
BTN3A3	1.703
BTNL10	1.973
BTNL2	1.556
BTNL3	1.963
BTNL8	1.963
BTNL9	1.963
BTRC	1.96
BUB1	2.13
BUB1B	2
BUB1B-PAK6	2
BUB3	1.96
BUD13	1.922
BUD31	2.009
BVES	1.687
BVES-AS1	1.687
BYSL	1.703
BZW1	2.13
BZW2	2.009
C10orf10	1.96
C10orf105	1.96
C10orf107	1.96
C10orf11	1.96
C10orf111	1.96
C10orf113	1.96
C10orf12	1.96
C10orf120	1.96
C10orf126	1.96
C10orf128	1.96
C10orf131	1.96
C10orf142	2
C10orf2	1.96
C10orf25	1.96
C10orf35	1.96
C10orf53	1.96
C10orf54	1.96
C10orf55	1.96
C10orf62	1.96
C10orf67	1.96
C10orf71	1.96
C10orf71-AS1	2
C10orf76	1.96
C10orf82	1.96
C10orf88	1.96
C10orf90	1.96
C10orf91	1.96
C10orf95	1.96
C10orf99	1.96
C11orf1	1.922
C11orf16	2.205
C11orf21	2.368
C11orf24	2
C11orf31	2.205
C11orf40	2.205
C11orf42	2.205
C11orf44	1.922
C11orf45	1.922
C11orf49	2.205
C11orf52	1.922
C11orf53	1.922
C11orf54	1.922
C11orf57	1.922
C11orf58	2.205
C11orf63	1.922
C11orf65	1.922
C11orf68	1.922
C11orf70	1.922
C11orf71	1.922
C11orf72	1.922
C11orf74	2.205
C11orf80	1.922
C11orf84	2.205
C11orf86	1.922
C11orf87	1.922
C11orf88	1.922
C11orf91	2.205
C11orf94	2.205
C11orf95	2.205
C11orf96	2.205
C11orf97	1.922
C11orf98	2.205
C12orf10	2.061
C12orf29	2.061
C12orf4	2.061
C12orf40	2.061
C12orf42	2.061
C12orf43	2.061
C12orf45	2.061
C12orf49	2.061
C12orf50	2.061
C12orf54	2.061
C12orf56	2.061
C12orf57	2.061
C12orf60	2.061
C12orf65	2.061
C12orf66	2.061
C12orf71	2.061
C12orf73	2.061
C12orf74	2.061
C12orf75	2.061
C12orf76	2.061
C12orf77	2.061
C12orf80	2.061
C14orf1	1.92
C14orf105	1.92
C14orf119	1.92
C14orf132	1.92
C14orf159	1.92
C14orf166	1.92
C14orf169	1.92
C14orf177	1.92
C14orf178	1.92
C14orf180	2.134
C14orf2	1.92
C14orf28	1.92
C14orf37	1.92
C14orf39	1.92
C14orf79	1.92
C14orf80	1.92
C14orf93	1.92
C15orf32	2
C15orf38-AP3S2	2
C15orf39	2
C15orf40	2
C15orf41	2
C15orf48	2
C15orf52	2
C15orf53	2
C15orf54	2
C15orf56	2
C15orf57	2
C15orf59	2
C15orf59-AS1	2
C15orf61	2
C15orf62	2
C15orf65	2
C16orf45	2.264
C16orf46	2.266
C16orf47	2.266
C16orf52	2.167
C16orf54	2.167
C16orf58	2.167
C16orf59	2.167
C16orf62	2.167
C16orf70	2.266
C16orf71	2.167
C16orf72	2.167
C16orf74	2.266
C16orf78	2.266
C16orf82	2.167
C16orf86	2.266
C16orf87	2.266
C16orf89	2.167
C16orf90	2.167
C16orf91	2
C16orf92	2.167
C16orf95	2.266
C16orf96	2.167
C16orf97	2.266
C17orf100	1.954
C17orf102	1.954
C17orf105	1.954
C17orf107	1.954
C17orf112	1.954
C17orf47	1.954
C17orf49	1.954
C17orf50	1.954
C17orf51	1.954
C17orf53	1.954
C17orf58	1.954
C17orf62	1.954
C17orf64	1.954
C17orf67	1.954
C17orf74	1.954
C17orf75	1.954
C17orf77	1.954
C17orf78	1.869
C17orf80	1.954
C17orf82	1.954
C17orf96	1.869
C17orf97	2
C17orf98	1.869
C17orf99	1.954
C18orf21	2.129
C18orf25	2.129
C18orf32	2.129
C18orf54	2.129
C18orf61	2.129
C18orf63	2.129
C18orf65	2.129
C18orf8	2.129
C19orf12	2.142
C19orf18	2.13
C19orf24	2.368
C19orf25	2.368
C19orf33	2
C19orf35	2.368
C19orf38	2.368
C19orf43	2.368
C19orf44	2.368
C19orf45	2.368
C19orf47	2.391
C19orf48	2.391
C19orf52	2.368
C19orf53	2.368
C19orf54	2.391
C19orf57	2.368
C19orf60	2.368
C19orf66	2.368
C19orf67	2.368
C19orf68	2.391
C19orf70	2.368
C19orf71	2.368
C19orf73	2.391
C19orf81	2.391
C19orf84	2.391
C1D	1.975
C1GALT1	2.009
C1GALT1C1	2.147
C1GALT1C1L	1.975
C1orf100	1.973
C1orf101	1.973
C1orf105	1.973
C1orf106	1.973
C1orf109	2.053
C1orf111	1.973
C1orf112	1.973
C1orf115	1.973
C1orf116	1.973
C1orf122	2.053
C1orf123	2.053
C1orf127	2.053
C1orf131	1.973
C1orf132	1.973
C1orf137	2.053
C1orf140	1.973
C1orf141	2.053
C1orf145	1.973
C1orf146	2
C1orf158	2.053
C1orf159	2.053
C1orf162	2.053
C1orf167	2.053
C1orf168	2.053
C1orf174	2.053
C1orf185	2.053
C1orf186	1.973
C1orf189	2
C1orf194	2.053
C1orf195	2.053
C1orf198	1.973
C1orf204	1.973
C1orf21	1.973
C1orf210	2.053
C1orf216	2.053
C1orf220	1.973
C1orf226	1.973
C1orf228	2.053
C1orf229	1.973
C1orf234	2.053
C1orf27	1.973
C1orf35	1.973
C1orf43	1.973
C1orf50	2.053
C1orf52	2.053
C1orf53	1.973
C1orf54	1.973
C1orf56	1.973
C1orf61	1.973
C1orf64	2.053
C1orf68	2
C1orf74	1.973
C1orf87	2.053
C1orf94	2.053
C1QA	2.053
C1QB	2.053
C1QBP	1.954
C1QC	2.053
C1QL1	1.954
C1QL2	2.13
C1QL3	1.96
C1QL4	2.061
C1QTNF1	1.954
C1QTNF1-AS1	2
C1QTNF2	1.963
C1QTNF3	1.955
C1QTNF3-AMACR	1.955
C1QTNF4	2.205
C1QTNF5	1.922
C1QTNF6	1.865
C1QTNF7	2.05
C1QTNF8	2.167
C1QTNF9	2.057
C1QTNF9B	2.057
C1QTNF9B-AS1	2.057
C1R	2.061
C1RL	2.061
C1RL-AS1	2.061
C1S	2.061
C2	1.646
C2-AS1	1.722
C20orf141	1.849
C20orf144	1.849
C20orf166-AS1	1.849
C20orf173	1.849
C20orf194	1.849
C20orf196	1.849
C20orf197	1.849
C20orf202	1.849
C20orf203	2
C20orf24	1.849
C20orf27	1.849
C20orf78	1.849
C20orf85	1.849
C20orf96	1.849
C21orf140	1.993
C21orf2	2.223
C21orf33	1.993
C21orf58	2.223
C21orf59	2.223
C21orf62	0.562
C21orf62-AS1	0.562
C21orf91	2.223
C21orf91-OT1	2.223
C22orf15	1.551
C22orf23	1.865
C22orf24	1.865
C22orf29	1.865
C22orf31	1.865
C22orf34	2
C22orf39	1.865
C22orf42	1.865
C22orf46	1.865
C2CD2	2.223
C2CD2L	1.922
C2CD3	1.922
C2CD4A	2
C2CD4B	2
C2CD4C	2.368
C2CD4D	1.973
C2CD5	2.061
C2orf15	2.13
C2orf16	1.975
C2orf27A	2.164
C2orf27B	2.164
C2orf40	2.13
C2orf42	1.975
C2orf47	2.13
C2orf48	1.975
C2orf49	2.13
C2orf50	1.975
C2orf54	2.13
C2orf57	2.13
C2orf61	1.975
C2orf66	2.13
C2orf68	1.975
C2orf69	2.13
C2orf70	1.975
C2orf71	1.975
C2orf72	2.13
C2orf73	2
C2orf74	2
C2orf76	2.13
C2orf78	1.975
C2orf80	2.13
C2orf81	1.975
C2orf82	2.13
C2orf83	2.13
C2orf88	2.13
C2orf91	1.975
C3	2.368
C3AR1	2.061
C3orf14	1.635
C3orf18	1.635
C3orf20	1.635
C3orf22	2.033
C3orf30	2.033
C3orf33	2.033
C3orf35	1.635
C3orf36	2.033
C3orf38	1.635
C3orf49	1.635
C3orf52	1.635
C3orf56	2.033
C3orf58	2.033
C3orf62	1.635
C3orf67	1.635
C3orf67-AS1	1.635
C3orf70	2.033
C3orf79	2.033
C3orf80	2.033
C3orf84	1.635
C3P1	2
C4A	1.715
C4B	1.715
C4B_2	1.715
C4BPA	1.973
C4BPB	1.973
C4orf17	2.39
C4orf19	2.05
C4orf22	2.39
C4orf26	2.39
C4orf3	2.39
C4orf32	2
C4orf33	2.39
C4orf36	2.39
C4orf45	2.39
C4orf46	2.39
C4orf47	2.39
C4orf48	2.05
C4orf51	2.39
C5	1.61
C5AR1	2.391
C5AR2	2.391
C5orf15	1.963
C5orf17	2
C5orf22	1.955
C5orf24	2
C5orf30	1.963
C5orf34	1.955
C5orf38	1.955
C5orf42	1.955
C5orf45	1.963
C5orf46	1.963
C5orf47	1.963
C5orf49	1.955
C5orf51	1.955
C5orf52	1.963
C5orf56	2
C5orf58	1.963
C5orf60	1.963
C5orf63	1.963
C5orf64	1.963
C5orf66	1.963
C5orf66-AS1	2
C5orf66-AS2	1.963
C5orf67	2
C6	1.955
C6orf1	1.703
C6orf10	1.635
C6orf106	1.703
C6orf118	1.687
C6orf120	1.687
C6orf132	1.703
C6orf136	1.646
C6orf141	2
C6orf15	1.649
C6orf163	1.687
C6orf201	1.703
C6orf203	2
C6orf222	1.703
C6orf223	1.703
C6orf226	1.703
C6orf229	1.703
C6orf25	1.631
C6orf47	1.646
C6orf48	2
C6orf52	1.703
C6orf58	1.687
C6orf62	1.703
C6orf89	1.703
C6orf99	1.687
C7	1.955
C7orf13	2.009
C7orf25	2.009
C7orf26	2.009
C7orf31	2.009
C7orf33	2.009
C7orf34	1.94
C7orf43	2.009
C7orf49	2.009
C7orf50	2.009
C7orf55-LUC7L2	2.009
C7orf57	2.009
C7orf61	2.009
C7orf62	2.009
C7orf65	2.009
C7orf66	2
C7orf69	2.009
C7orf71	2.009
C7orf72	2.009
C7orf73	2.009
C7orf76	2.009
C7orf77	2.009
C8A	2.053
C8B	2.053
C8G	1.61
C8orf22	1.914
C8orf31	2.502
C8orf33	1.914
C8orf34	1.914
C8orf34-AS1	1.914
C8orf37	1.914
C8orf37-AS1	1.914
C8orf4	1.914
C8orf44	1.914
C8orf44-SGK3	1.914
C8orf46	1.914
C8orf48	1.914
C8orf49	1.914
C8orf58	1.914
C8orf59	1.914
C8orf74	1.914
C8orf76	1.914
C8orf82	1.914
C8orf86	1.914
C8orf87	1.914
C8orf88	1.914
C8orf89	1.914
C9	1.955
C9orf106	1.61
C9orf116	1.61
C9orf129	1.61
C9orf131	2
C9orf135	1.61
C9orf135-AS1	2
C9orf139	1.61
C9orf142	1.61
C9orf152	1.61
C9orf153	1.61
C9orf16	1.61
C9orf163	1.61
C9orf170	1.61
C9orf172	1.61
C9orf24	1.946
C9orf3	1.61
C9orf40	1.61
C9orf41-AS1	1.61
C9orf43	1.61
C9orf47	1.61
C9orf50	1.61
C9orf57	1.61
C9orf62	1.61
C9orf64	1.61
C9orf66	1.946
C9orf69	1.61
C9orf72	1.946
C9orf78	1.61
C9orf84	1.61
C9orf85	1.61
C9orf92	1.946
CA1	1.914
CA10	1.954
CA11	2.391
CA12	2
CA13	1.914
CA14	1.973
CA2	1.914
CA3	1.914
CA3-AS1	1.914
CA4	1.954
CA5A	2.266
CA5B	2.147
CA5BP1	2.147
CA6	2.053
CA7	2.266
CA8	1.914
CA9	1.946
CAAP1	1.946
CAB39	2.13
CAB39L	2.057
CABIN1	1.865
CABLES1	2.129
CABLES2	1.849
CABP1	2.061
CABP2	1.922
CABP4	1.922
CABP5	2.391
CABP7	1.865
CABS1	2.39
CABYR	2.129
CACFD1	1.61
CACHD1	2.053
CACNA1A	2.368
CACNA1B	1.61
CACNA1C	2.061
CACNA1C-AS1	2.061
CACNA1C-AS2	2.061
CACNA1C-AS4	2
CACNA1C-IT2	2
CACNA1C-IT3	2
CACNA1D	1.635
CACNA1E	1.973
CACNA1F	2.147
CACNA1G	1.954
CACNA1G-AS1	1.954
CACNA1H	2.167
CACNA1I	1.865
CACNA1S	1.973
CACNA2D1	2.009
CACNA2D2	1.635
CACNA2D3	1.635
CACNA2D3-AS1	1.635
CACNA2D4	2.061
CACNB1	1.954
CACNB2	1.96
CACNB3	2.061
CACNB4	2.13
CACNG1	1.954
CACNG2	1.865
CACNG3	2.167
CACNG4	1.954
CACNG5	1.954
CACNG6	1.711
CACNG7	1.711
CACNG8	1.711
CACTIN	2.368
CACTIN-AS1	2.368
CACUL1	1.96
CACYBP	1.973
CAD	1.975
CADM1	1.922
CADM2	1.635
CADM2-AS2	2
CADM3	1.973
CADM3-AS1	1.973
CADM4	2.391
CADPS	1.635
CADPS2	2.009
CAGE1	1.703
CAHM	2
CALB1	1.914
CALB2	2.266
CALCA	2.205
CALCB	2.205
CALCOCO1	2.061
CALCOCO2	1.954
CALCR	2.009
CALCRL	2.13
CALD1	2.009
CALHM1	1.96
CALHM2	1.96
CALHM3	1.96
CALM1	1.92
CALM2	1.975
CALM3	2.391
CALML3	1.96
CALML3-AS1	1.96
CALML4	2
CALML5	1.96
CALML6	2.053
CALN1	2.009
CALR	2.368
CALR3	2.368
CALU	2.009
CALY	1.96
CAMK1	1.635
CAMK1D	1.96
CAMK1G	1.973
CAMK2A	1.963
CAMK2B	2.009
CAMK2D	2.39
CAMK2G	1.96
CAMK2N1	2.053
CAMK2N2	2.033
CAMK4	1.963
CAMKK1	1.954
CAMKK2	2.061
CAMKMT	1.975
CAMKV	1.635
CAMLG	1.963
CAMP	1.635
CAMSAP1	1.61
CAMSAP2	1.973
CAMSAP3	2.368
CAMTA1	2.053
CAMTA2	1.954
CAND1	2.061
CAND1.11	2
CAND2	1.635
CANT1	1.954
CANX	1.963
CAP1	2.053
CAP2	1.703
CAPG	1.975
CAPN1	2.205
CAPN10	2.13
CAPN10-AS1	2.13
CAPN11	1.703
CAPN12	2.142
CAPN13	1.975
CAPN14	1.975
CAPN15	2.167
CAPN2	1.973
CAPN3	2
CAPN5	1.922
CAPN6	2.147
CAPN7	1.635
CAPN8	1.973
CAPN9	1.973
CAPNS1	2.142
CAPNS2	2.266
CAPRIN1	2.205
CAPRIN2	2.061
CAPS	2.368
CAPS2	2.061
CAPSL	1.955
CAPZA1	2.053
CAPZA2	2.009
CAPZA3	2.061
CAPZB	2.053
CARD10	1.865
CARD11	2.009
CARD14	1.954
CARD16	1.922
CARD17	1.922
CARD18	1.922
CARD19	1.61
CARD6	1.955
CARD8	2.391
CARD8-AS1	2.391
CARD9	1.61
CARF	2.13
CARHSP1	2.167
CARM1	2.368
CARMIL1	1.703
CARMIL2	2.266
CARMIL3	1.92
CARMN	2
CARNMT1	1.61
CARNS1	1.922
CARS	1.826
CARS2	2.057
CARTPT	1.963
CASC1	2.061
CASC10	1.96
CASC11	2
CASC15	2
CASC16	2
CASC17	2
CASC18	2.061
CASC19	2
CASC2	1.96
CASC20	2
CASC21	2
CASC22	2
CASC23	2
CASC3	1.954
CASC4	2
CASC6	2
CASC8	1.914
CASC9	2
CASD1	2.009
CASK	2.147
CASKIN1	2.167
CASKIN2	1.954
CASP1	1.922
CASP10	2.13
CASP12	1.922
CASP14	2.368
CASP16P	2.167
CASP1P2	1.922
CASP2	2.009
CASP3	2.39
CASP4	1.922
CASP5	1.922
CASP6	2.39
CASP7	1.96
CASP8	2.13
CASP8AP2	1.687
CASP9	2.053
CASQ1	1.973
CASQ2	2.053
CASR	2.033
CASS4	1.849
CAST	1.963
CASZ1	2.053
CAT	2.205
CATIP	2.13
CATIP-AS1	2.13
CATIP-AS2	2.13
CATSPER1	1.922
CATSPER2	2
CATSPER2P1	2
CATSPER3	1.963
CATSPER4	2.053
CATSPERB	2.095
CATSPERD	2.368
CATSPERG	2.142
CAV1	2.009
CAV2	2.009
CAV3	1.635
CBARP	2.368
CBFA2T2	1.849
CBFA2T3	2.266
CBFB	2.266
