gene	cnv
SLC19A3	2.13
SLC1A1	1.946
SLC1A2	2.205
SLC1A3	1.955
SLC1A4	1.975
SLC1A5	2.391
SLC1A6	2.368
SLC1A7	2.053
SLC20A1	2.13
SLC20A2	1.914
SLC22A1	1.687
SLC22A10	2.205
SLC22A11	2.205
SLC22A12	2.205
SLC22A13	1.635
SLC22A14	1.635
SLC22A15	2.053
SLC22A16	1.687
SLC22A17	1.92
SLC22A18	1.826
SLC22A18AS	1.826
SLC22A2	1.687
SLC22A20	2.205
SLC22A23	1.703
SLC22A24	2.205
SLC22A25	2.205
SLC22A3	1.687
SLC22A31	2.266
SLC22A4	1.963
SLC22A5	1.963
SLC22A6	2.205
SLC22A7	1.703
SLC22A8	2.205
SLC22A9	2.205
SLC23A1	1.963
SLC23A2	1.849
SLC23A3	2.13
SLC24A1	2
SLC24A2	1.946
SLC24A3	1.849
SLC24A4	1.92
SLC24A5	2
SLC25A1	1.865
SLC25A10	1.954
SLC25A11	1.954
SLC25A12	2.13
SLC25A13	2.009
SLC25A14	2.147
SLC25A15	2.057
SLC25A16	1.96
SLC25A17	1.865
SLC25A18	1.865
SLC25A19	1.954
SLC25A2	1.963
SLC25A20	1.635
SLC25A21	1.92
SLC25A21-AS1	2
SLC25A22	2.368
SLC25A23	2.368
SLC25A24	2.053
SLC25A25	1.61
SLC25A25-AS1	1.61
SLC25A26	1.635
SLC25A27	1.703
SLC25A28	1.96
SLC25A29	1.92
SLC25A3	2.061
SLC25A30	2.057
SLC25A30-AS1	2
SLC25A31	2.39
SLC25A32	1.914
SLC25A33	2.053
SLC25A34	2.053
SLC25A35	1.954
SLC25A36	2.033
SLC25A37	1.914
SLC25A38	1.635
SLC25A39	1.954
SLC25A3P1	2
SLC25A4	2.39
SLC25A40	2.009
SLC25A41	2.368
SLC25A42	2.368
SLC25A43	2.147
SLC25A44	1.973
SLC25A45	2.205
SLC25A46	1.963
SLC25A47	1.92
SLC25A48	1.963
SLC25A5	2.147
SLC25A5-AS1	2.147
SLC25A51	1.946
SLC25A51P1	2.326
SLC25A52	2.129
SLC25A53	2.147
SLC25A6	2.147
SLC26A1	2.05
SLC26A10	2.061
SLC26A11	1.954
SLC26A2	1.963
SLC26A3	2.009
SLC26A4	2.009
SLC26A4-AS1	2.009
SLC26A5	2.009
SLC26A6	1.635
SLC26A7	1.914
SLC26A8	1.703
SLC26A9	1.973
SLC27A1	2.368
SLC27A2	2
SLC27A3	1.457
SLC27A4	1.61
SLC27A5	2.13
SLC27A6	1.963
SLC28A1	2
SLC28A2	2
SLC28A3	1.61
SLC29A1	1.703
SLC29A2	1.922
SLC29A3	1.96
SLC29A4	2.009
SLC2A1	2.053
SLC2A1-AS1	2.053
SLC2A10	1.849
SLC2A11	1.551
SLC2A12	1.687
SLC2A13	2.061
SLC2A14	2.061
SLC2A2	2.033
SLC2A3	2.061
SLC2A4	1.954
SLC2A4RG	1.849
SLC2A5	2.053
SLC2A6	1.61
SLC2A7	2.053
SLC2A8	1.61
SLC2A9	2.05
SLC30A1	1.973
SLC30A10	1.973
SLC30A2	2.053
SLC30A3	1.975
SLC30A4	2
SLC30A5	1.963
SLC30A6	1.975
SLC30A7	2.053
SLC30A8	1.914
SLC30A9	2.05
SLC31A1	1.61
SLC31A2	1.61
SLC32A1	1.849
SLC33A1	2.033
SLC34A1	1.963
SLC34A2	2.05
SLC34A3	1.61
SLC35A1	1.687
SLC35A2	2.147
SLC35A3	2.053
SLC35A4	1.963
SLC35A5	1.635
SLC35B1	1.954
SLC35B2	1.703
SLC35B3	1.703
SLC35B4	2.009
SLC35C1	2.205
SLC35C2	1.849
SLC35D1	2.053
SLC35D2	1.61
SLC35D3	1.687
SLC35E1	2.368
SLC35E2	2.053
SLC35E2B	2.053
SLC35E3	2.061
SLC35E4	1.865
SLC35F1	1.687
SLC35F2	1.922
SLC35F3	1.973
SLC35F4	1.92
SLC35F5	2.13
SLC35F6	1.975
SLC35G1	1.96
SLC35G2	2
SLC35G3	2
SLC35G4	2
SLC35G5	2
SLC35G6	2
SLC36A1	1.963
SLC36A2	1.963
SLC36A3	1.963
SLC36A4	1.922
SLC37A1	2.223
SLC37A2	1.922
SLC37A3	2.009
SLC37A4	1.922
SLC38A1	2.061
SLC38A10	1.954
SLC38A11	2.13
SLC38A2	2.061
SLC38A3	1.635
SLC38A4	2.061
SLC38A5	2.147
SLC38A6	1.92
SLC38A7	2.266
SLC38A8	2.266
SLC38A9	1.963
SLC39A1	1.973
SLC39A10	2.13
SLC39A11	1.954
SLC39A12	1.96
SLC39A12-AS1	1.96
SLC39A13	2.205
SLC39A14	1.914
SLC39A2	1.92
SLC39A3	2.368
SLC39A4	1.914
SLC39A5	2.061
SLC39A6	2.129
SLC39A7	1.649
SLC39A8	2.39
SLC39A9	1.92
SLC3A1	1.975
SLC3A2	2.205
SLC40A1	2.13
SLC41A1	1.973
SLC41A2	2.061
SLC41A3	2.033
SLC43A1	2.205
SLC43A2	1.594
SLC43A3	2.205
SLC44A1	1.61
SLC44A2	2.368
SLC44A3	2.053
SLC44A4	1.711
SLC44A5	2.053
SLC45A1	2.053
SLC45A2	3.204
SLC45A3	1.973
SLC45A4	1.914
SLC46A1	1.954
SLC46A2	1.61
SLC46A3	2.057
SLC47A1	1.954
SLC47A2	1.954
SLC48A1	2.061
SLC4A1	1.954
SLC4A10	2.13
SLC4A11	1.849
SLC4A1AP	1.975
SLC4A2	2.009
SLC4A3	2.13
SLC4A4	2.39
SLC4A5	1.975
SLC4A7	1.635
SLC4A8	2.061
SLC4A9	1.963
SLC50A1	1.973
SLC51A	2.033
SLC51B	2
SLC52A1	1.954
SLC52A2	2
SLC52A3	1.849
SLC5A1	1.865
SLC5A10	1.954
SLC5A11	2.167
SLC5A12	2.205
SLC5A2	2.167
SLC5A3	2
SLC5A4	1.865
SLC5A5	2.368
SLC5A6	1.975
SLC5A7	2.13
SLC5A8	2.414
SLC5A9	2.053
SLC6A1	1.635
SLC6A1-AS1	1.635
SLC6A10P	2.167
SLC6A11	1.635
SLC6A12	2.061
SLC6A13	2.061
SLC6A14	2.147
SLC6A15	2.061
SLC6A16	2.391
SLC6A17	2.053
SLC6A18	1.955
SLC6A19	1.955
SLC6A2	2.266
SLC6A20	1.635
SLC6A3	0.852
SLC6A4	1.954
SLC6A5	2.205
SLC6A6	1.635
SLC6A7	1.963
SLC6A8	2.147
SLC6A9	2.053
SLC7A1	2.057
SLC7A10	2.142
SLC7A11	2.39
SLC7A11-AS1	2.39
SLC7A13	1.914
SLC7A14	2.033
SLC7A2	1.914
SLC7A3	2.147
SLC7A4	1.865
SLC7A5	2.266
SLC7A5P2	2.167
SLC7A6	2.266
SLC7A6OS	2.266
SLC7A7	1.92
SLC7A8	1.92
SLC7A9	2.142
SLC8A1	1.975
SLC8A1-AS1	1.975
SLC8A2	2.391
SLC8A3	1.92
SLC8B1	2.061
SLC9A1	2.053
SLC9A2	2.13
SLC9A3	1.955
SLC9A3R1	1.954
SLC9A3R2	2.167
SLC9A4	2.13
SLC9A5	2.266
SLC9A6	2.147
SLC9A7	2.147
SLC9A7P1	2.061
SLC9A8	1.849
SLC9A9	2.033
SLC9A9-AS1	2
SLC9B1	2.39
SLC9B2	2.39
SLC9C1	1.635
SLC9C2	1.973
SLCO1A2	2.061
SLCO1B1	2.061
SLCO1B3	2.061
SLCO1B7	2.061
SLCO1C1	2.061
SLCO2A1	2.033
SLCO2B1	1.922
SLCO3A1	2
SLCO4A1	1.849
SLCO4A1-AS1	1.849
SLCO4C1	1.963
SLCO5A1	1.914
SLCO6A1	1.963
SLED1	2
SLF1	1.963
SLF2	1.96
SLFN11	1.954
SLFN12	1.954
SLFN12L	1.954
SLFN13	1.954
SLFN14	1.954
SLFN5	1.954
SLFNL1	2.053
SLFNL1-AS1	2.053
SLIRP	1.92
SLIT1	1.96
SLIT1-AS1	2
SLIT2	2.05
SLIT2-IT1	2
SLIT3	1.963
SLITRK1	2.057
SLITRK2	2
SLITRK3	2.033
SLITRK4	2
SLITRK5	2.057
SLITRK6	2
SLK	1.96
SLMAP	1.635
SLMO2-ATP5E	1.849
SLN	1.922
SLPI	1.849
SLTM	2
SLU7	1.963
SLURP1	1.914
SLX1A	2.167
SLX1A-SULT1A3	2.167
SLX1B	2.167
SLX1B-SULT1A4	2.167
SLX4	2.167
SLX4IP	1.849
SMA4	1.715
SMA5	1.715
SMAD1	2.39
SMAD1-AS1	2
SMAD1-AS2	2
SMAD2	2.129
SMAD3	2
SMAD4	2.129
SMAD5	1.963
SMAD5-AS1	1.963
SMAD6	2
SMAD7	2.129
SMAD9	2.057
SMAGP	2.061
SMAP1	1.687
SMAP2	2.053
SMARCA1	2.147
SMARCA2	1.946
SMARCA4	2.368
SMARCA5	2.39
SMARCA5-AS1	2.39
SMARCAD1	2.39
SMARCAL1	2.13
SMARCB1	1.551
SMARCC1	1.635
SMARCC2	2.061
SMARCD1	2.061
SMARCD2	1.954
SMARCD3	2.009
SMARCE1	1.954
SMC1A	2.147
SMC1B	1.865
SMC2	1.61
SMC2-AS1	1.61
SMC3	1.96
SMC4	2.033
SMC5	1.61
SMC5-AS1	1.61
SMC6	1.975
SMCHD1	2.129
SMCO1	2.033
SMCO2	2.061
SMCO3	2.061
SMCO4	1.922
SMCP	1.973
SMCR2	2
SMCR5	1.954
SMCR8	1.954
SMDT1	1.477
SMG1	2.167
SMG1P1	2.167
SMG1P2	2.167
SMG1P3	2.167
SMG1P5	2.167
SMG1P6	2.167
SMG1P7	2.266
SMG5	1.973
SMG6	1.954
SMG7	1.973
SMG7-AS1	1.973
SMG8	1.954
SMG9	2.391
SMIM1	2.053
SMIM10	2.147
SMIM10L1	1.305
SMIM10L2A	2.147
SMIM10L2B	2.147
SMIM11A	1.993
SMIM11B	1.993
SMIM12	2.053
SMIM13	1.703
SMIM14	2.05
SMIM15	2
SMIM17	1.711
SMIM18	2
SMIM19	1.914
SMIM2	2.057
SMIM2-AS1	2.057
SMIM2-IT1	2
SMIM20	2.05
SMIM21	2.129
SMIM22	2.167
SMIM23	1.963
SMIM24	2.368
SMIM3	1.963
SMIM4	1.635
SMIM5	1.954
SMIM6	1.954
SMIM7	2.368
SMIM8	1.687
SMIM9	2.147
SMKR1	2.009
SMLR1	1.687
SMN1	1.715
SMN2	1.715
SMNDC1	1.96
SMO	2.009
SMOC1	1.92
SMOC2	1.687
SMOX	1.849
SMPD1	2.205
SMPD2	1.687
SMPD3	2.266
SMPD4	2.13
SMPDL3A	1.687
SMPDL3B	2.053
SMPX	2.147
SMR3A	2.39
SMR3B	2.39
SMS	2.147
SMTN	1.865
SMTNL1	2.205
SMTNL2	1.954
SMU1	1.946
SMUG1	2.061
SMURF1	2.009
SMURF2	1.954
SMYD1	1.975
SMYD2	1.973
SMYD3	1.973
SMYD4	1.954
SMYD5	1.975
SNAI1	1.849
SNAI2	1.914
SNAI3	2.266
SNAI3-AS1	2.266
SNAP23	2
SNAP25	1.849
SNAP25-AS1	1.849
SNAP29	1.865
SNAP47	1.973
SNAP91	1.687
SNAPC1	1.92
SNAPC2	2.368
SNAPC3	1.946
SNAPC4	1.61
SNAPC5	2
SNAPIN	1.973
SNAR-A1	2
SNAR-A10	2
SNAR-A11	2
SNAR-A12	2
SNAR-A13	2
SNAR-A14	2
SNAR-A2	2
SNAR-A3	2
SNAR-A4	2
SNAR-A5	2
SNAR-A6	2
SNAR-A7	2
SNAR-A8	2
SNAR-A9	2
SNAR-B1	2
SNAR-B2	2
SNAR-C1	2
SNAR-C2	2
SNAR-C3	2
SNAR-C4	2
SNAR-C5	2
SNAR-D	2
SNAR-E	2
SNAR-F	2
SNAR-G1	2
SNAR-G2	2
SNAR-H	2
SNAR-I	2
SNCA	2.39
SNCA-AS1	2
SNCAIP	1.963
SNCB	1.963
SNCG	1.96
SND1	2.009
SND1-IT1	2.009
SNED1	2.13
SNF8	1.954
SNHG1	2
SNHG10	1.92
SNHG11	2
SNHG12	2
SNHG15	2
SNHG16	1.954
SNHG17	1.849
SNHG18	2
SNHG19	2
SNHG20	1.954
SNHG21	2
SNHG22	2.129
SNHG24	2
SNHG25	2
SNHG3	2.053
SNHG4	2
SNHG5	2
SNHG6	2
SNHG7	1.61
SNHG8	2
SNHG9	2
SNIP1	2.053
SNN	2.167
SNORA1	2
SNORA10	2
SNORA100	1.973
SNORA101A	2
SNORA101B	2
SNORA103	2
SNORA104	2
SNORA105A	2
SNORA105B	2
SNORA105C	2
SNORA107	2
SNORA108	2
SNORA109	2
SNORA11	2
SNORA110	2
SNORA111	2
SNORA11B	2
SNORA11C	2
SNORA11D	2
SNORA11E	2
SNORA12	2
SNORA13	2
SNORA14A	2
SNORA14B	2
SNORA15	2
SNORA16A	2
SNORA16B	2
SNORA17A	2
SNORA17B	2
SNORA18	2
SNORA19	2
SNORA20	1.687
SNORA21	2
SNORA22	2
SNORA23	2
SNORA24	2
SNORA25	2
SNORA26	2
SNORA27	2
SNORA28	2
SNORA29	2
SNORA2A	2
SNORA2B	2
SNORA2C	2
SNORA30	2
SNORA31	2
SNORA32	2
SNORA33	2
SNORA35	2
SNORA36A	2
SNORA36B	2
SNORA36C	2
SNORA37	2
SNORA38	2
SNORA38B	2
SNORA3A	2
SNORA3B	2
SNORA4	2.033
SNORA40	2
SNORA41	2
SNORA44	2
SNORA46	2
SNORA47	2
SNORA48	2
SNORA49	2
SNORA50A	2
SNORA50C	2
SNORA51	2
SNORA52	2
SNORA53	2
SNORA54	2
SNORA55	2
SNORA56	2.147
SNORA57	2.205
SNORA58	2
SNORA59A	2
SNORA59B	2
SNORA5A	2
SNORA5B	2
SNORA5C	2
SNORA6	2
SNORA60	2
SNORA61	2
SNORA62	2
SNORA63	2.033
SNORA64	2
SNORA65	2
SNORA66	2
SNORA67	1.954
SNORA68	2
SNORA69	2
SNORA70	2
SNORA70B	2
SNORA70C	2
SNORA70D	2
SNORA70E	2
SNORA70F	2
SNORA70G	2
SNORA71A	2
SNORA71B	2
SNORA71C	2
SNORA71D	2
SNORA71E	2
SNORA72	2
SNORA73A	2
SNORA73B	2
SNORA74A	2
SNORA74B	2
SNORA75	2.13
SNORA77	2
SNORA78	2
SNORA79	2
SNORA7A	1.635
SNORA7B	2
SNORA8	2
SNORA80A	2
SNORA80B	2
SNORA80E	2
SNORA81	2
SNORA84	2
SNORA86	2
SNORA87	2
SNORA88	2
SNORA89	2
SNORA9	2
SNORA90	1.869
SNORA91	2
SNORA92	2
SNORA93	2
SNORA94	2
SNORA95	2
SNORA98	2
SNORA99	2
SNORD10	2
SNORD100	2
SNORD101	2
SNORD102	2
SNORD103A	2
SNORD103B	2
SNORD103C	2
SNORD104	2
SNORD105	2.368
SNORD105B	2
SNORD107	2
SNORD108	2
SNORD109A	2
SNORD109B	2
SNORD11	2
SNORD110	2
SNORD111	2
SNORD111B	2
SNORD112	2
SNORD113-1	2
SNORD113-2	2
SNORD113-3	2
SNORD113-4	2
SNORD113-5	2
SNORD113-6	2
SNORD113-7	2
SNORD113-8	2
SNORD113-9	2
SNORD114-1	2
SNORD114-10	2
SNORD114-11	2
SNORD114-12	2
SNORD114-13	2
SNORD114-14	2
SNORD114-15	2
SNORD114-16	2
SNORD114-17	2
SNORD114-18	2
SNORD114-19	2
SNORD114-2	2
SNORD114-20	2
SNORD114-21	2
SNORD114-22	2
SNORD114-23	2
SNORD114-24	2
SNORD114-25	2
SNORD114-26	2
SNORD114-27	2
SNORD114-28	2
SNORD114-29	2
SNORD114-3	2
SNORD114-30	2
SNORD114-31	2
SNORD114-4	2
SNORD114-5	2
SNORD114-6	2
SNORD114-7	2
SNORD114-8	2
SNORD114-9	2
SNORD115-1	2
SNORD115-10	2
SNORD115-11	2
SNORD115-12	2
SNORD115-13	2
SNORD115-14	2
SNORD115-15	2
SNORD115-16	2
SNORD115-17	2
SNORD115-18	2
SNORD115-19	2
SNORD115-2	2
SNORD115-20	2
SNORD115-21	2
SNORD115-22	2
SNORD115-23	2
SNORD115-24	2
SNORD115-25	2
SNORD115-26	2
SNORD115-27	2
SNORD115-28	2
SNORD115-29	2
SNORD115-3	2
SNORD115-30	2
SNORD115-31	2
SNORD115-32	2
SNORD115-33	2
SNORD115-34	2
SNORD115-35	2
SNORD115-36	2
SNORD115-37	2
SNORD115-38	2
SNORD115-39	2
SNORD115-4	2
SNORD115-40	2
SNORD115-41	2
SNORD115-42	2
SNORD115-43	2
SNORD115-44	2
SNORD115-45	2
SNORD115-46	2
SNORD115-47	2
SNORD115-48	2
SNORD115-5	2
SNORD115-6	2
SNORD115-7	2
SNORD115-8	2
SNORD115-9	2
SNORD116-1	2
SNORD116-10	2
SNORD116-11	2
SNORD116-12	2
SNORD116-13	2
SNORD116-14	2
SNORD116-15	2
SNORD116-16	2
SNORD116-17	2
SNORD116-18	2
SNORD116-19	2
SNORD116-2	2
SNORD116-20	2
SNORD116-21	2
SNORD116-22	2
SNORD116-23	2
SNORD116-24	2
SNORD116-25	2
SNORD116-26	2
SNORD116-27	2
SNORD116-28	2
SNORD116-29	2
SNORD116-3	2
SNORD116-30	2
SNORD116-4	2
SNORD116-5	2
SNORD116-6	2
SNORD116-7	2
SNORD116-8	2
SNORD116-9	2
SNORD117	2
SNORD118	2
SNORD119	2
SNORD11B	2
SNORD12	2
SNORD121A	2
SNORD121B	2
SNORD123	2
SNORD124	2
SNORD125	2
SNORD126	2
SNORD127	2
SNORD128	2
SNORD129	2
SNORD12B	2
SNORD12C	2
SNORD13	2
SNORD130	2
SNORD131	2
SNORD132	2
SNORD133	2
SNORD134	2
SNORD135	2
SNORD136	2
SNORD137	2
SNORD139	1.865
SNORD140	2
SNORD141A	1.774
SNORD141B	1.774
SNORD142	2
SNORD143	2
SNORD144	2
SNORD14A	2
SNORD14B	2
SNORD14C	1.922
SNORD14D	2
SNORD14E	2
SNORD15A	2
SNORD15B	2
SNORD16	2
SNORD17	2
SNORD18A	2
SNORD18B	2
SNORD18C	2
SNORD19	1.635
SNORD19B	2
SNORD1A	2
SNORD1B	2
SNORD1C	2
SNORD2	2.033
SNORD20	2
SNORD21	2
SNORD22	2
SNORD23	2
SNORD24	2
SNORD25	2
SNORD26	2
SNORD27	2
SNORD28	2
SNORD29	2
SNORD30	2
SNORD31	2
SNORD32A	2
SNORD32B	2
SNORD33	2.391
SNORD34	2.391
SNORD35A	2
SNORD35B	2
SNORD36A	1.61
SNORD36B	2
SNORD36C	2
SNORD37	2
SNORD38A	2.053
SNORD38B	2
SNORD3A	2
SNORD3B-1	2
SNORD3B-2	2
SNORD3C	2
SNORD3D	2
SNORD41	2.368
SNORD42A	2
SNORD42B	1.954
SNORD43	2
SNORD44	2
SNORD45A	2
SNORD45B	2
SNORD45C	2
SNORD46	2
SNORD47	2
SNORD48	2
SNORD49A	2
SNORD49B	2
SNORD4A	2
SNORD4B	1.954
SNORD5	2
SNORD50A	2
SNORD50B	2
SNORD51	2
SNORD52	2
SNORD53	2
SNORD54	2
SNORD55	2
SNORD56	2
SNORD56B	2
SNORD57	2
SNORD58A	2
SNORD58B	2.129
SNORD58C	2
SNORD59A	2.061
SNORD59B	2.061
SNORD6	2
SNORD60	2
SNORD61	2
SNORD62A	2
SNORD62B	2
SNORD63	2
SNORD64	2
SNORD65	2
SNORD66	2.033
SNORD67	2
SNORD68	2.266
SNORD69	2
SNORD7	2
SNORD70	2.13
SNORD71	2
SNORD72	2
SNORD73A	2
SNORD74	2
SNORD75	2
SNORD76	2
SNORD77	2
SNORD78	2
SNORD79	2
SNORD8	2
SNORD80	2
SNORD81	2
SNORD82	2
SNORD83A	2
SNORD83B	2
SNORD84	2
SNORD86	1.849
SNORD87	2
SNORD88A	2
SNORD88B	2
SNORD88C	2
SNORD89	2.13
SNORD9	2
SNORD90	1.61
SNORD91A	2
SNORD91B	2
SNORD92	2
SNORD93	2
SNORD94	2
SNORD95	1.963
SNORD96A	2
SNORD96B	2
SNORD97	2
SNORD98	2
SNORD99	2
SNPH	1.849
SNRK	1.635
SNRK-AS1	2
SNRNP200	2.13
SNRNP25	2.167
SNRNP27	1.975
SNRNP35	2.061
SNRNP40	2.053
SNRNP48	1.703
SNRNP70	2.391
SNRPA	2.391
SNRPA1	2
SNRPB	1.849
SNRPB2	1.849
SNRPC	1.703
SNRPD1	2.129
SNRPD2	2.391
SNRPD2P2	1.973
SNRPD3	1.865
SNRPE	1.973
SNRPF	2.061
SNRPG	1.975
SNRPN	2
SNTA1	1.849
SNTB1	1.914
SNTB2	2.266
SNTG1	1.914
SNTG2	2.066
SNTN	1.635
SNU13	1.865
SNUPN	2
SNURF	2
SNW1	1.92
SNX1	2
SNX10	2.009
SNX11	1.954
SNX12	2.147
SNX13	2.009
SNX14	1.687
SNX15	2.205
SNX16	1.914
SNX17	1.975
SNX18	1.963
SNX19	1.922
SNX2	1.963
SNX20	2.266
SNX21	1.849
SNX22	2
SNX24	1.963
SNX25	2.39
SNX27	1.973
SNX29	2.167
SNX29P1	2.167
SNX29P2	2.167
SNX3	1.687
SNX30	1.61
SNX31	1.914
SNX32	1.922
SNX33	2
SNX4	2.033
SNX5	1.849
SNX6	1.92
SNX7	2.053
SNX8	2.009
SNX9	1.687
SOAT1	1.973
SOAT2	2.061
SOBP	1.687
SOCS1	2
SOCS2	2.061
SOCS2-AS1	2
SOCS3	1.954
SOCS4	1.92
SOCS5	1.975
SOCS6	2.129
SOCS7	1.869
SOD1	2.223
SOD2	1.687
SOD3	2.05
SOGA1	1.849
SOGA3	1.687
SOHLH1	1.61
SOHLH2	2.057
SON	2.223
SORBS1	1.96
SORBS2	2.39
SORBS3	1.914
SORCS1	1.96
SORCS2	2.05
SORCS3	1.96
SORCS3-AS1	2
SORD	2
SORL1	1.922
SORT1	2.053
SOS1	1.975
SOS2	1.92
SOST	1.954
SOSTDC1	2.009
SOWAHA	1.963
SOWAHB	2.39
SOWAHC	2.13
SOWAHD	2
SOX1	2.057
SOX10	1.865
SOX11	1.975
SOX12	1.849
SOX13	1.973
SOX14	2
SOX15	1.954
SOX17	1.914
SOX18	1.849
SOX2	2
SOX2-OT	2
SOX21	2.057
SOX21-AS1	2.057
SOX3	2.147
SOX30	1.963
SOX4	1.703
SOX5	2.061
SOX6	2.205
SOX7	1.914
SOX8	2.167
SOX9	1.954
SOX9-AS1	2
SP1	2.061
SP100	2.13
SP110	2.13
SP140	2.13
SP140L	2.13
SP2	1.954
SP2-AS1	1.954
SP3	2.13
SP4	2.009
SP5	2.13
SP6	2
SP7	2.061
SP8	2.009
SP9	2.13
SPA17	1.922
SPACA1	1.687
SPACA3	1.954
SPACA4	2.391
SPACA5	2
SPACA5B	2
SPACA6	2.391
SPACA6P-AS	2.391
SPACA7	1.652
SPACA9	1.61
SPAG1	1.914
SPAG11A	1.914
SPAG11B	2.434
SPAG16	2.13
SPAG17	2.053
SPAG4	1.849
SPAG5	1.954
SPAG5-AS1	1.954
SPAG6	1.96
SPAG7	1.954
SPAG8	1.946
SPAG9	1.954
SPAM1	2.009
SPANXA1	2
SPANXA2	2
SPANXA2-OT1	2
SPANXB1	2
SPANXC	2.147
SPANXD	2
SPANXN1	2
SPANXN2	2
SPANXN3	2.147
SPANXN4	2.147
SPANXN5	2
SPARC	1.963
SPARCL1	2.39
SPAST	1.975
SPATA1	2.053
SPATA12	1.635
SPATA13	2.057
SPATA13-AS1	2
SPATA16	2.033
SPATA17	1.973
SPATA17-AS1	1.973
SPATA18	2.39
SPATA19	1.922
SPATA2	1.849
SPATA20	1.954
SPATA21	2.053
SPATA22	1.954
SPATA24	1.963
SPATA25	1.849
SPATA2L	2.266
SPATA3	2.13
SPATA3-AS1	2.13
SPATA31A1	1.946
SPATA31A3	2
SPATA31A5	2
SPATA31A6	1.946
SPATA31A7	2
SPATA31C1	2
SPATA31C2	2
SPATA31D1	1.61
SPATA31D3	1.61
SPATA31D4	1.61
SPATA31D5P	1.61
SPATA31E1	1.61
SPATA32	1.954
SPATA33	2.266
SPATA4	2.39
SPATA41	2
SPATA42	2
SPATA45	2
SPATA5	2.39
SPATA5L1	2
SPATA6	2.053
SPATA6L	1.946
SPATA7	1.92
SPATA8	2
SPATA8-AS1	2
SPATA9	1.963
SPATC1	1.914
SPATC1L	2.722
SPATS1	1.703
SPATS2	2.061
SPATS2L	2.13
SPC24	2.368
SPC25	0.891
SPCS1	1.635
SPCS2	1.922
SPCS3	2.39
SPDEF	1.703
SPDL1	1.963
SPDYA	1.975
SPDYC	2.205
SPDYE1	2
SPDYE2	2.009
SPDYE2B	2.009
SPDYE3	2.009
SPDYE4	2
SPDYE5	2
SPDYE6	2.009
SPDYE7P	2.009
SPDYE8P	2.009
SPECC1	1.954
SPECC1L	1.865
SPECC1L-ADORA2A	1.865
SPEF1	1.849
SPEF2	1.955
SPEG	2.13
SPEM1	1.954
SPEN	2.053
SPERT	2.057
SPESP1	2
SPG11	2
SPG20	2.057
SPG20-AS1	2
SPG21	2
SPG7	2.266
SPHAR	2
SPHK1	1.954
SPHK2	2.391
SPHKAP	2.13
SPI1	2.205
SPIB	2.391
SPIC	2.061
SPICE1	1.635
SPIDR	1.914
SPIN1	1.61
SPIN2A	2.147
SPIN2B	2.147
SPIN3	2.147
SPIN4	2.147
SPINK1	1.963
SPINK13	1.963
SPINK14	1.963
SPINK2	2.39
SPINK4	1.946
SPINK5	1.963
SPINK6	1.963
SPINK7	2
SPINK8	1.635
SPINK9	1.963
SPINT1	2
SPINT2	2.142
SPINT3	1.849
SPINT4	1.849
SPIRE1	2.129
SPIRE2	2.266
SPN	2.167
SPNS1	2.167
SPNS2	1.954
SPNS3	1.954
SPO11	1.849
SPOCD1	2.053
SPOCK1	1.963
SPOCK2	1.96
SPOCK3	2.39
SPON1	2.205
SPON2	2.05
SPOP	1.954
SPOPL	2.13
SPOUT1	1.61
SPP1	2.39
SPP2	2.13
SPPL2A	2
SPPL2B	2.368
SPPL2C	1.804
SPPL3	2.061
SPR	1.975
SPRED1	2
SPRED2	1.975
SPRED3	2.142
SPRN	1.96
SPRNP1	1.96
SPRR1A	2
SPRR1B	2
SPRR2A	1.973
SPRR2B	2
SPRR2C	1.973
SPRR2D	1.973
SPRR2E	1.973
SPRR2F	1.973
SPRR2G	1.973
SPRR3	1.973
SPRR4	2
SPRTN	1.973
SPRY1	2
SPRY2	2.057
SPRY3	2.147
SPRY4	1.963
SPRY4-IT1	2
SPRYD3	2.061
SPRYD4	2.061
SPRYD7	2.057
SPSB1	2.053
SPSB2	2.061
SPSB3	2.167
SPSB4	2.033
SPTA1	1.973
SPTAN1	1.61
SPTB	1.92
SPTBN1	1.975
SPTBN2	1.922
SPTBN4	2.391
SPTBN5	2
SPTLC1	1.61
SPTLC2	1.92
SPTLC3	1.849
SPTSSA	1.92
SPTSSB	2.033
SPTY2D1	2.205
SPTY2D1-AS1	2.205
SPX	2.061
SPZ1	1.963
SQLE	1.914
SQRDL	2
SQSTM1	1.963
SRA1	1.963
SRBD1	1.975
SRC	1.849
SRCAP	2.167
SRCIN1	1.869
SRD5A1	1.955
SRD5A1P1	2.147
SRD5A2	1.975
SRD5A3	2.39
SRD5A3-AS1	2
SREBF1	1.954
SREBF2	1.865
SREK1	1.963
SREK1IP1	1.963
SRF	1.703
SRFBP1	1.963
SRGAP1	2.061
SRGAP2	1.973
SRGAP2-AS1	2.013
SRGAP2B	1.973
SRGAP2C	2.053
SRGAP2D	1.973
SRGAP3	1.635
SRGAP3-AS3	2
SRGN	1.96
SRI	2.009
SRL	2.167
SRM	2.053
SRMS	1.849
SRP14	2
SRP14-AS1	2
SRP19	1.963
SRP54	1.92
SRP68	1.954
SRP72	2.39
SRP9	1.973
SRPK1	1.703
SRPK2	2.009
SRPK3	2.147
SRPRA	1.922
SRPRB	2.033
